"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2011","5","MSHN","Bay-Arenac","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",328,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Start","total_in","Total number of people who telephoned or walked in",1250,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",2,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1016,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",416,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",600,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",293,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",22,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",285,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",14,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",271,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","5","MSHN","Bay-Arenac","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Start","total_in","Total number of people who telephoned or walked in",146,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",109,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",3,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",106,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",9,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",97,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",2,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",95,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","5","MSHN","Bay-Arenac","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Start","total_in","Total number of people who telephoned or walked in",2010,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",2,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1432,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",15,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1417,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",5,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",56,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1356,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",68,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",1288,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Start","total_in","Total number of people who telephoned or walked in",579,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",456,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",5,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",451,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",23,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",428,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",5,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",423,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2012","5","MSHN","Bay-Arenac","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Start","total_in","Total number of people who telephoned or walked in",1081,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",1,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",925,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",585,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",340,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",243,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",1,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",96,TRUE
"2012","5","MSHN","Bay-Arenac","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",8,TRUE
