CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Barry,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,4795043.97,169
Barry,Transportation,,T2002,,Per Diem,4,558,14669.85,14669.85,4795043.97,169
Barry,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,4795043.97,169
Barry,Transportation,,T2003,,Encounter / Trip,0,0,0,0,4795043.97,169
Barry,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,4795043.97,169
Barry,Transportation,,T2004,,Encounter,0,0,0,0,4795043.97,169
Barry,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,4795043.97,169
Barry,Transportation,,T2005,,Encounter,0,0,0,0,4795043.97,169
Barry,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,4795043.97,169
Barry,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,4795043.97,169
Barry,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,4795043.97,169
Barry,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,4795043.97,169
Barry,Fiscal Intermediary Services,,T2025,,Month,2,18,2366.1,7290.2,4795043.97,169
Barry,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,4795043.97,169
Barry,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,4795043.97,169
Barry,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,4795043.97,169
Barry,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,4795043.97,169
Barry,Housing Assistance,,T2038,,Service,0,0,0,0,4795043.97,169
Barry,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,4795043.97,169
Barry,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,4795043.97,169
Barry,Wraparound Services,,T5999,,Per Item,0,0,0,0,4795043.97,169
Barry,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,4795043.97,169
Barry,Other,,,,,0,0,0,0,4795043.97,169
Barry,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,4795043.97,169
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,4,44,44352.98,310103.6,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,2,67,3062.3,4464.39,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,9,99,77414.24,2426868.59,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,5,32,6288.23,106349.99,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,1,9,5919.62,424328.8,22812001.91,759
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,9889.39,22812001.91,759
Bay-Arenac,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,22812001.91,759
Bay-Arenac,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,134285,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,ECT Anesthesia,370,,,,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,22812001.91,759
Bay-Arenac,ECT Recovery Room,710,,,,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Crisis Observation Care,762,,,Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,22812001.91,759
Bay-Arenac,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,22812001.91,759
Bay-Arenac,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,22812001.91,759
Bay-Arenac,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,ABA Behavior Identification Assessment,,0359T,U5,Encounter,71,99,58014.56,63209.88,22812001.91,759
Bay-Arenac,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,3,11,649.42,649.42,22812001.91,759
Bay-Arenac,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,3,10,472.3,472.3,22812001.91,759
Bay-Arenac,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,75,8671,223776.56,248178.62,22812001.91,759
Bay-Arenac,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,75,52370,1359893.29,1480716.61,22812001.91,759
Bay-Arenac,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,76,1945,163281.47,173941.69,22812001.91,759
Bay-Arenac,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,76,4621,382550.01,401762.49,22812001.91,759
Bay-Arenac,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,42,154,19710.91,22906.49,22812001.91,759
Bay-Arenac,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,6,332,36658.3,36658.3,22812001.91,759
Bay-Arenac,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,6,2934,161981.09,161981.09,22812001.91,759
Bay-Arenac,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen,,80305,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen,,80306,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Drug Screen,,80307,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment,,"90791
",,Encounter,35,35,12602.22,273522.66,22812001.91,759
Bay-Arenac,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment,,90792,,Encounter,1,1,280.43,3993.66,22812001.91,759
Bay-Arenac,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Mental Health: Outpatient Care,,90832,,30 Minutes,27,82,7511.84,56311.92,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment,,90833,,30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Mental Health: Outpatient Care,,90834,,45 Minutes,74,633,37449.29,1179582.48,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment,,90836,,45 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Mental Health: Outpatient Care,,90837,,60 Minutes,25,108,26979.1,963380.89,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment,,90838,,60 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,1683.26,22812001.91,759
Bay-Arenac,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,208.7,22812001.91,759
Bay-Arenac,Therapy-Family Therapy,,90846,,Encounter,3,12,3031.8,24192.04,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Therapy-Family Therapy,,90847,,Encounter,19,76,6133.07,114263.43,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Therapy-Family Therapy,,90849,,Encounter,0,0,0,10165.63,22812001.91,759
Bay-Arenac,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Therapy-Group Therapy,,90853,,Encounter,7,24,1648.72,56364.63,22812001.91,759
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessments-Other,,90887,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92507,,Encounter,18,247,24412.64,24829.49,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92521,,Encounter,1,1,166.94,166.94,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92522,,Encounter,1,1,166.94,166.94,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92523,,Encounter,12,12,2003.33,2170.27,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Speech & Language Therapy ,,92610,,Encounter,1,1,166.94,183.78,22812001.91,759
Bay-Arenac,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,4,13,4560.49,11472.6,22812001.91,759
Bay-Arenac,Assessment for Autism,,96101,U5,Hour,58,129,17143.56,22297.54,22812001.91,759
Bay-Arenac,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,96102,U5,Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Assessments-Other,,96105,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessments-Other,,96110,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Assessments-Other,,96111,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,96118,U5,Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment for Autism,,96119,U5,Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,22812001.91,759
Bay-Arenac,Assessments-Other,,96127,,,0,0,0,0,22812001.91,759
Bay-Arenac,Medication Administration,,96372,,Encounter,26,238,7703.49,62843.55,22812001.91,759
Bay-Arenac,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,10,11,4702.11,5995.98,22812001.91,759
Bay-Arenac,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,2,2,303.53,303.53,22812001.91,759
Bay-Arenac,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,19,19,15109.33,15109.33,22812001.91,759
Bay-Arenac,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,3,3,455.3,455.3,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97110,,15 Minutes,12,830,28631.6,28868.36,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97112,,15 Minutes,6,170,4472.08,4472.08,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97116,,15 Minutes,1,12,51.36,51.36,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Physical Therapy,,97161,,Encounter,37,41,19321.28,20781.85,22812001.91,759
Bay-Arenac,Physical Therapy,,97162,,Encounter,7,7,3088.07,3088.07,22812001.91,759
Bay-Arenac,Physical Therapy,,97163,,Encounter,5,5,1643.62,1643.62,22812001.91,759
Bay-Arenac,Physical Therapy,,97164,,Encounter,5,6,1439.84,1439.84,22812001.91,759
Bay-Arenac,Occupational Therapy,,97165,,Encounter,8,8,7524.97,8576.12,22812001.91,759
Bay-Arenac,Occupational Therapy,,97166,,Encounter,24,24,17269.71,19538.94,22812001.91,759
Bay-Arenac,Occupational Therapy,,97167,,Encounter,4,4,3320.39,3320.39,22812001.91,759
Bay-Arenac,Occupational Therapy,,97168,,Encounter,4,4,607.07,607.07,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97530,,15 Minutes,22,1256,33037.73,34063.68,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97533,,15 Minutes,4,925,35564.15,35564.15,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Assessment or Health Services,,97802,,15 Minutes,128,596,17989.49,21446.75,22812001.91,759
Bay-Arenac,Assessment or Health Services,,97803,,15 Minutes,16,63,1720.03,2590.16,22812001.91,759
Bay-Arenac,Health Services,,97804,,30 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,New Patient Evaluation and Management,,99202,,Encounter,1,1,100.81,302.43,22812001.91,759
Bay-Arenac,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,145.86,22812001.91,759
Bay-Arenac,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,1889.87,22812001.91,759
Bay-Arenac,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,New Patient Evaluation and Management,,99205,,Encounter,1,1,157.07,436.4,22812001.91,759
Bay-Arenac,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Established Patient Evaluation and Management,,99211,,Encounter,69,101,4096.18,24302.42,22812001.91,759
Bay-Arenac,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Established Patient Evaluation and Management,,99212,,Encounter,87,151,13577.34,74536.76,22812001.91,759
Bay-Arenac,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Established Patient Evaluation and Management,,99213,,Encounter,230,601,68397.3,666927.39,22812001.91,759
Bay-Arenac,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Established Patient Evaluation and Management,,99214,,Encounter,121,356,76696.17,541663.48,22812001.91,759
Bay-Arenac,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Established Patient Evaluation and Management,,99215,,Encounter,8,8,2400.77,27793.98,22812001.91,759
Bay-Arenac,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,466.31,22812001.91,759
Bay-Arenac,Additional Codes-Physician Services,,99222,,50 Minutes,3,3,186.52,20842.29,22812001.91,759
Bay-Arenac,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,22812001.91,759
Bay-Arenac,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,22812001.91,759
