CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Unique Consumers
Clinton Eaton Ingham,Assessment for Autism,,99326,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99327,,Encounter,0,0,0,6410,1846
Clinton Eaton Ingham,Assessment for Autism,,99327,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99328,,Encounter,0,0,0,287,1846
Clinton Eaton Ingham,Assessment for Autism,,99328,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99334,,Encounter,1,1,366,7376,1846
Clinton Eaton Ingham,Assessment for Autism,,99334,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99335,,Encounter,3,7,2204,35677,1846
Clinton Eaton Ingham,Assessment for Autism,,99335,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99336,,Encounter,2,2,1430,43245,1846
Clinton Eaton Ingham,Assessment for Autism,,99336,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99337,,Encounter,0,0,0,293,1846
Clinton Eaton Ingham,Assessment for Autism,,99337,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99341,,Encounter,0,0,0,96,1846
Clinton Eaton Ingham,Assessment for Autism,,99341,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99342,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,99342,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99343,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,99343,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99344,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,99344,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99345,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,99345,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99347,,Encounter,0,0,0,433,1846
Clinton Eaton Ingham,Assessment for Autism,,99347,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99348,,Encounter,0,0,0,12142,1846
Clinton Eaton Ingham,Assessment for Autism,,99348,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99349,,Encounter,1,1,192,2694,1846
Clinton Eaton Ingham,Assessment for Autism,,99349,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99350,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,99350,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Medication Administration,,99506,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Medication Management,,99605,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0080,,Per mile,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0090,,Per mile,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0100,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0110,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0120,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0130,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0140,,Per one-way trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,A0170,,,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,10788,1846
Clinton Eaton Ingham,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,1846
Clinton Eaton Ingham,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,1846
Clinton Eaton Ingham,Activity Therapy (Children's Waiver),,G0176,,Encounter,20,598,51041,51041,1846
Clinton Eaton Ingham,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,12105,1846
Clinton Eaton Ingham,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment ,,H0002,,Encounter,0,0,0,107644,1846
Clinton Eaton Ingham,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,31985,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Crisis Residential Services,,H0018,,Day,0,0,0,1932969,1846
Clinton Eaton Ingham,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,412731,1846
Clinton Eaton Ingham,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,1846
Clinton Eaton Ingham,Assessment ,,H0031,,Encounter,562,588,359351,1671940,1846
Clinton Eaton Ingham,Assessment for Autism,,H0031,U5,Encounter,197,590,314829,314829,1846
Clinton Eaton Ingham,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,1846
Clinton Eaton Ingham,Treatment Planning,,H0032,,Encounter,660,1852,423608,435913,1846
Clinton Eaton Ingham,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Health Services,,H0034,,15 Minutes,6,43,8549,94392,1846
Clinton Eaton Ingham,Home Based Services,,H0036,,15 Minutes,0,0,0,7469033,1846
Clinton Eaton Ingham,Home Based Services,,H0036,ST,15 Minutes,0,0,0,3431,1846
Clinton Eaton Ingham,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,434998,1846
Clinton Eaton Ingham,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,1846
Clinton Eaton Ingham,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,1278637,1846
Clinton Eaton Ingham,Community Living Supports in Independent living/own home,,H0043,,Per diem,144,33325,8081298,8081298,1846
Clinton Eaton Ingham,Respite,,H0045,,Day,81,1239,67661,515057,1846
Clinton Eaton Ingham,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,203,1846
Clinton Eaton Ingham,Crisis Intervention,,H2011,,15 Minutes,0,0,0,192593,1846
Clinton Eaton Ingham,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,677,1984058,8687262,8687262,1846
Clinton Eaton Ingham,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,105,397312,1801837,1801837,1846
Clinton Eaton Ingham,Community Living Supports (15 Minutes),,H2015,,15 Minutes,596,1516334,6991175,7520220,1846
Clinton Eaton Ingham,Community Living Supports (Daily),,H2016,,Per Diem,401,129351,12172300,17220849,1846
Clinton Eaton Ingham,Behavior Services,,H2019,,15 Minutes,0,0,0,50585,1846
Clinton Eaton Ingham,Behavior Services,,H2019,TT,15 Minutes,0,0,0,60584,1846
Clinton Eaton Ingham,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,112,59290,852596,852596,1846
Clinton Eaton Ingham,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,109,144135,2273021,2273021,1846
Clinton Eaton Ingham,Wraparound,,H2021,,15 Minutes,0,0,0,521247,1846
Clinton Eaton Ingham,Supported Employment Services,,H2023,,15 minutes,83,1791,247526,253812,1846
Clinton Eaton Ingham,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,562300,1846
Clinton Eaton Ingham,Home Based Services,,H2033,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,1846
Clinton Eaton Ingham,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,S0209,,Per Mile,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,S0215,,Per Mile,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,1846
Clinton Eaton Ingham,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,122,20550,798361,798361,1846
Clinton Eaton Ingham,Family Training - EBP,,S5110,,15 Minutes,0,0,0,39,1846
Clinton Eaton Ingham,Family Training,,S5111,,Encounter,163,1159,100446,146549,1846
Clinton Eaton Ingham,Family Training,,S5111,HA,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Family Training,,S5111,HM,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,BHT/ABA Family Training,,S5111,U5,Encounter,25,41,6240,6240,1846
Clinton Eaton Ingham,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,21,318,25377,25377,1846
Clinton Eaton Ingham,Foster Care,,S5140,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Foster Care,,S5145,,Day,0,0,0,8300,1846
Clinton Eaton Ingham,Respite,,S5150,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Respite,,S5151,,Per Diem,0,0,0,0,1846
Clinton Eaton Ingham,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Personal Emergency Response System (PERS),,S5161,,Month,1,12,552,552,1846
Clinton Eaton Ingham,Environmental Modification ,,S5165,,Service,0,0,0,0,1846
Clinton Eaton Ingham,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,S9123,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,S9124,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Health Services,,S9445,,Encounter,3,3,476,19568,1846
Clinton Eaton Ingham,Health Services,,S9446,,Encounter,6,6,1917,5460,1846
Clinton Eaton Ingham,Health Services,,S9470,,Encounter,49,329,25195,25195,1846
Clinton Eaton Ingham,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,1846
Clinton Eaton Ingham,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Residential Room and Board,,S9976,,Day,0,0,0,3101,1846
Clinton Eaton Ingham,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,T1000,,Up to 15 min,3,23227,219524,219524,1846
Clinton Eaton Ingham,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,1846
Clinton Eaton Ingham,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,T1001,,Encounter,112,115,29266,82591,1846
Clinton Eaton Ingham,Health Services,,T1002,,Up to 15 min,135,350,37368,176523,1846
Clinton Eaton Ingham,Respite Care,,T1005,,15 Minutes,386,277493,990392,990392,1846
Clinton Eaton Ingham,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,4,112,472,31111,1846
Clinton Eaton Ingham,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,314,1846
Clinton Eaton Ingham,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,340,3985,610539,610865,1846
Clinton Eaton Ingham,Targeted Case Management ,,T1017,,15 minutes,1461,21201,2407458,7478725,1846
Clinton Eaton Ingham,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,353957,1846
Clinton Eaton Ingham,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,397,128863,6875009,9902511,1846
Clinton Eaton Ingham,Assessments,,T1023,,Encounter,0,0,0,1701033,1846
Clinton Eaton Ingham,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,9,1827,9874,9874,1846
Clinton Eaton Ingham,Transportation,,T2001,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,T2002,,Per Diem,1,816,2388,2388,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,T2003,,Encounter / Trip,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,T2004,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Transportation,,T2005,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,1846
Clinton Eaton Ingham,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,1846
Clinton Eaton Ingham,Fiscal Intermediary Services,,T2025,,Month,347,2206,178652,178652,1846
Clinton Eaton Ingham,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,1846
Clinton Eaton Ingham,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,1846
Clinton Eaton Ingham,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,1846
Clinton Eaton Ingham,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,1846
Clinton Eaton Ingham,Housing Assistance,,T2038,,Service,0,0,0,0,1846
Clinton Eaton Ingham,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,1846
Clinton Eaton Ingham,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,1846
Clinton Eaton Ingham,Wraparound Services,,T5999,,Per Item,0,0,0,0,1846
Clinton Eaton Ingham,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,1846
Clinton Eaton Ingham,Other,,,,,0,0,0,0,1846
Clinton Eaton Ingham,Aggregate for 'J' Codes,,ALL,,,1,0,7858,112256,1846
CMH for Central Michigan,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,3,70,55430,303279.81,1574
CMH for Central Michigan,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,1260,1574
CMH for Central Michigan,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1574
CMH for Central Michigan,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1574
CMH for Central Michigan,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,24,270,132951.22,2357923.44,1574
CMH for Central Michigan,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,0,1574
CMH for Central Michigan,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1574
CMH for Central Michigan,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,3836,1574
CMH for Central Michigan,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,2988,1574
CMH for Central Michigan,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,36961,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,ECT Anesthesia,370,,,,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1574
CMH for Central Michigan,ECT Recovery Room,710,,,,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Crisis Observation Care,762,,,Hour,0,0,0,0,1574
CMH for Central Michigan,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,42,1574
CMH for Central Michigan,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,1574
CMH for Central Michigan,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1574
CMH for Central Michigan,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1574
CMH for Central Michigan,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,1574
CMH for Central Michigan,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1574
CMH for Central Michigan,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1574
CMH for Central Michigan,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1574
