CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost
Gratiot,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Gratiot,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Gratiot,Crisis Observation Care,762,,,Hour,0,0,0.00
Gratiot,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0.00
Gratiot,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Gratiot,Outpatient Partial Hospitalization,912,,,Day,0,0,0.00
Gratiot,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Gratiot,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Gratiot,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Gratiot,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
Gratiot,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Gratiot,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Gratiot,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
Gratiot,Assessment for Autism,,90785,U5,,0,0,0.00
Gratiot,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Gratiot,Assessment,,90791,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,90791,U5,Encounter,0,0,0.00
Gratiot,Assessment,,90792,,Encounter,5,5,1426.09
Gratiot,Assessment for Autism,,90792,U5,Encounter,0,0,0.00
Gratiot,Mental Health: Outpatient Care,,90832,,30 Minutes,0,0,0.00
Gratiot,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Gratiot,Assessment,,90833,,30 Minutes,0,0,0.00
Gratiot,Assessment for Autism,,90833,U5,30 Minutes,0,0,0.00
Gratiot,Mental Health: Outpatient Care,,90834,,45 Minutes,10,126,15813.56
Gratiot,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Gratiot,Assessment,,90836,,45 Minutes,0,0,0.00
Gratiot,Assessment for Autism,,90836,U5,45 Minutes,0,0,0.00
Gratiot,Mental Health: Outpatient Care,,90837,,60 Minutes,17,126,29714.00
Gratiot,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Gratiot,Assessment,,90838,,60 Minutes,0,0,0.00
Gratiot,Assessment for Autism,,90838,U5,60 Minutes,0,0,0.00
Gratiot,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
Gratiot,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
Gratiot,Therapy-Family Therapy,,90846,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
Gratiot,Therapy-Family Therapy,,90847,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
Gratiot,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
Gratiot,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
Gratiot,Therapy-Group Therapy,,90853,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
Gratiot,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
Gratiot,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
Gratiot,Assessments-Other,,90887,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
Gratiot,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
Gratiot,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0.00
Gratiot,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0.00
Gratiot,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0.00
Gratiot,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0.00
Gratiot,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,3,18,7614.00
Gratiot,Assessment for Autism,,96101,U5,Hour,0,0,0.00
Gratiot,Psychological Testing by Technician,,96102,,Per Hour,0,0,0.00
Gratiot,Assessment for Autism,,96102,U5,Hour,0,0,0.00
Gratiot,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Gratiot,Assessments-Other,,96105,,Encounter,0,0,0.00
Gratiot,Assessments-Other,,96110,,Encounter,0,0,0.00
Gratiot,Assessments-Other,,96111,,Encounter,0,0,0.00
Gratiot,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
Gratiot,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Gratiot,Assessment for Autism,,96118,U5,Hour,0,0,0.00
Gratiot,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Gratiot,Assessment for Autism,,96119,U5,Hour,0,0,0.00
Gratiot,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Gratiot,Assessments-Other,,96127,,,0,0,0.00
Gratiot,Medication Administration,,96372,,Encounter,0,0,0.00
Gratiot,Physical Therapy,,97001,,Encounter,0,0,0.00
Gratiot,Physical Therapy,,97002,,Encounter,0,0,0.00
Gratiot,Occupational Therapy,,97003,,Encounter,23,25,3260.10
Gratiot,Occupational Therapy,,97004,,Encounter,10,10,801.55
Gratiot,Occupational or Physical Therapy,,97110,,15 Minutes,1,72,3768.60
Gratiot,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97535,,15 Minutes,1,1,61.07
Gratiot,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97542,,15 Minutes,1,1,8.27
Gratiot,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Gratiot,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Gratiot,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Gratiot,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0.00
Gratiot,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Gratiot,Assessment or Health Services,,97802,,15 Minutes,7,54,1610.16
Gratiot,Assessment or Health Services,,97803,,15 Minutes,5,102,3005.46
Gratiot,Health Services,,97804,,30 Minutes,0,0,0.00
Gratiot,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Gratiot,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99201,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Gratiot,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99202,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Gratiot,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99203,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Gratiot,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99204,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Gratiot,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99205,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Gratiot,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99211,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Gratiot,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99212,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Gratiot,Established Patient Evaluation and Management,,99213,,Encounter,15,50,4329.75
Gratiot,Assessment for Autism,,99213,U5,Encounter,0,0,0.00
Gratiot,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Gratiot,Established Patient Evaluation and Management,,99214,,Encounter,40,184,23711.02
Gratiot,Assessment for Autism,,99214,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Gratiot,Established Patient Evaluation and Management,,99215,,Encounter,1,1,164.83
Gratiot,Assessment for Autism,,99215,U5,Encounter,0,0,0.00
Gratiot,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
Gratiot,Additional Codes-Physician Services,,99232,,25 minutes,1,18,6525.00
Gratiot,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Gratiot,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Gratiot,Assessment,,99324,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99324,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99325,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99325,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99326,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99326,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99327,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99327,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99328,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99328,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99334,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99334,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99335,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99335,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99336,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99336,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99337,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99337,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99341,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99341,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99342,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99342,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99343,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99343,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99344,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99344,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99345,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99345,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99347,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99347,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99348,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99348,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99349,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99349,U5,Encounter,0,0,0.00
Gratiot,Assessment,,99350,,Encounter,0,0,0.00
Gratiot,Assessment for Autism,,99350,U5,Encounter,0,0,0.00
Gratiot,Medication Administration,,99506,,Encounter,0,0,0.00
Gratiot,Medication Management,,99605,,15 Minutes,0,0,0.00
Gratiot,Transportation,,A0080,,Per mile,0,0,0.00
Gratiot,Transportation,,A0090,,Per mile,0,0,0.00
Gratiot,Transportation,,A0100,,Per one-way trip,0,0,0.00
Gratiot,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Gratiot,Transportation,,A0110,,Per one-way trip,0,0,0.00
Gratiot,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Gratiot,Transportation,,A0120,,Per one-way trip,0,0,0.00
Gratiot,Transportation,,A0130,,Per one-way trip,0,0,0.00
Gratiot,Transportation,,A0140,,Per one-way trip,0,0,0.00
Gratiot,Transportation,,A0170,,,0,0,0.00
Gratiot,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Gratiot,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Gratiot,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
Gratiot,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0.00
Gratiot,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
Gratiot,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Gratiot,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Gratiot,Assessment,,H0002,,Encounter,12,12,3052.00
Gratiot,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Gratiot,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Gratiot,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Gratiot,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Gratiot,Crisis Residential Services,,H0018,,Day,0,0,0.00
Gratiot,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
Gratiot,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Gratiot,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Gratiot,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
Gratiot,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Gratiot,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
Gratiot,Crisis Intervention,,H0030,,Per Service,0,0,0.00
Gratiot,Assessment,,H0031,,Encounter,34,34,9050.00
Gratiot,Assessment for Autism,,H0031,U5,Encounter,0,0,0.00
Gratiot,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,18,18,1962.00
Gratiot,Treatment Planning,,H0032,,Encounter,5,5,985.15
Gratiot,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,1,1,267.05
Gratiot,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Gratiot,Health Services,,H0034,,15 Minutes,0,0,0.00
Gratiot,Home Based Services,,H0036,,15 Minutes,0,0,0.00
Gratiot,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Gratiot,Peer Directed and Operated Support Services,,H0038,,15 minutes,8,510,17411.00
Gratiot,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Gratiot,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Gratiot,Peer Directed and Operated Support Services,,NA,,,0,0,0.00
Gratiot,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0.00
Gratiot,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0.00
Gratiot,Respite,,H0045,,Day,0,0,0.00
Gratiot,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Gratiot,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0.00
Gratiot,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,14,91,14284.43
Gratiot,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Gratiot,Crisis Intervention,,H2011,,15 Minutes,0,0,0.00
Gratiot,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
Gratiot,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,45,41266,227431.30
Gratiot,Community Living Supports (15 Minutes),,H2015,,15 Minutes,61,189605,1990853.00
Gratiot,Community Living Supports (Daily),,H2016,,Per Diem,29,7999,57617.84
Gratiot,Community Living Supports (Daily),,H2016,TF,Per Diem,4,1094,51820.44
Gratiot,Community Living Supports (Daily),,H2016,TG,Per Diem,25,8042,891409.04
Gratiot,Behavior Services,,H2019,,15 Minutes,0,0,0.00
Gratiot,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
Gratiot,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0.00
Gratiot,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0,0,0.00
Gratiot,Crisis Intervention,,H2020,,Day,0,0,0.00
Gratiot,Wraparound,,H2021,,15 Minutes,0,0,0.00
Gratiot,Supported Employment Services,,H2023,,15 minutes,40,7359,235082.00
Gratiot,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Gratiot,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Gratiot,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,0,0,0.00
Gratiot,Home Based Services,,H2033,,15 Minutes,0,0,0.00
Gratiot,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Gratiot,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Gratiot,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0.00
Gratiot,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0.00
Gratiot,Transportation,,S0209,,Per Mile,0,0,0.00
Gratiot,Transportation,,S0215,,Per Mile,0,0,0.00
Gratiot,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Gratiot,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,0,0,0.00
Gratiot,Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
Gratiot,Family Training,,S5111,,Encounter,0,0,0.00
Gratiot,Family Training,,S5111,HA,Encounter,0,0,0.00
Gratiot,Family Training,,S5111,HM,Encounter,0,0,0.00
Gratiot,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0.00
Gratiot,Foster Care,,S5140,,Day,0,0,0.00
Gratiot,Foster Care,,S5145,,Day,0,0,0.00
Gratiot,Respite,,S5150,,15 Minutes,0,0,0.00
Gratiot,Respite,,S5151,,Per Diem,0,0,0.00
Gratiot,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0.00
Gratiot,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0.00
Gratiot,Environmental Modification,,S5165,,Service,0,0,0.00
Gratiot,Enhanced Medical Equipment-Supplies,,S5199,,Item,5,5,913.17
Gratiot,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
Gratiot,Private Duty Nursing,582,S9123,,Hour,0,0,0.00
Gratiot,Private Duty Nursing,,S9123,,Hour,0,0,0.00
Gratiot,Private Duty Nursing,,S9123,TT,Hour,0,0,0.00
Gratiot,Private Duty Nursing,582,S9124,,Hour,0,0,0.00
Gratiot,Private Duty Nursing,,S9124,,Hour,0,0,0.00
Gratiot,Private Duty Nursing,,S9124,TT,Hour,0,0,0.00
Gratiot,Health Services,,S9445,,Encounter,0,0,0.00
Gratiot,Health Services,,S9446,,Encounter,0,0,0.00
Gratiot,Health Services,,S9470,,Encounter,0,0,0.00
Gratiot,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
Gratiot,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
Gratiot,Residential Room and Board,,S9976,,Day,0,0,0.00
Gratiot,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Gratiot,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Gratiot,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0.00
