CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Unique Consumers
Kalamazoo,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,3794
Kalamazoo,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,3794
Kalamazoo,Assessments-Other,,96105,,Encounter,0,0,0,0,3794
Kalamazoo,Assessments-Other,,96110,,Encounter,0,0,0,0,3794
Kalamazoo,Assessments-Other,,96111,,Encounter,0,0,0,0,3794
Kalamazoo,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,3794
Kalamazoo,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,3794
Kalamazoo,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,3794
Kalamazoo,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,3794
Kalamazoo,Assessments-Other,,96127,,,0,0,0,0,3794
Kalamazoo,Medication Administration,,96372,,Encounter,94,469,6811.71,7020.82,3794
Kalamazoo,Physical Therapy,,97001,,Encounter,0,0,0,131.31,3794
Kalamazoo,Physical Therapy,,97002,,Encounter,0,0,0,0,3794
Kalamazoo,Occupational Therapy,,97003,,Encounter,0,0,0,1597.14,3794
Kalamazoo,Occupational Therapy,,97004,,Encounter,0,0,0,1285.1,3794
Kalamazoo,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,16004.69,3794
Kalamazoo,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,8464.89,3794
Kalamazoo,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,13782.46,3794
Kalamazoo,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,148.51,3794
Kalamazoo,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,3794
Kalamazoo,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,3794
Kalamazoo,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,3794
Kalamazoo,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,3794
Kalamazoo,Health Services,,97804,,30 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,3794
Kalamazoo,New Patient Evaluation and Management,,99201,,Encounter,1,1,133.86,461.87,3794
Kalamazoo,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,3794
Kalamazoo,New Patient Evaluation and Management,,99202,,Encounter,3,3,687.09,687.09,3794
Kalamazoo,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,3794
Kalamazoo,New Patient Evaluation and Management,,99203,,Encounter,8,8,2773.37,3239.35,3794
Kalamazoo,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,3794
Kalamazoo,New Patient Evaluation and Management,,99204,,Encounter,22,22,12880.97,13545.2,3794
Kalamazoo,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,3794
Kalamazoo,New Patient Evaluation and Management,,99205,,Encounter,114,114,75936.66,82836.5,3794
Kalamazoo,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,3794
Kalamazoo,Established Patient Evaluation and Management,,99211,,Encounter,193,1129,82994.89,105358.39,3794
Kalamazoo,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,3794
Kalamazoo,Established Patient Evaluation and Management,,99212,,Encounter,150,220,29277.26,45068.62,3794
Kalamazoo,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,3794
Kalamazoo,Established Patient Evaluation and Management,,99213,,Encounter,758,1446,255585.72,334038.34,3794
Kalamazoo,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,3794
Kalamazoo,Established Patient Evaluation and Management,,99214,,Encounter,1265,3242,995569.76,1185809.97,3794
Kalamazoo,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,3794
Kalamazoo,Established Patient Evaluation and Management,,99215,,Encounter,447,691,435946.95,989810.48,3794
Kalamazoo,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,3794
Kalamazoo,Additional Codes-Physician Services,,99221,,30 Minutes,37,39,2641.49,5652.19,3794
Kalamazoo,Additional Codes-Physician Services,,99222,,50 Minutes,67,72,7167.17,8958.96,3794
Kalamazoo,Additional Codes-Physician Services,,99223,,70 Minutes,197,221,21954.5,22761.44,3794
Kalamazoo,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,3794
Kalamazoo,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,3794
Kalamazoo,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,3794
Kalamazoo,Additional Codes-Physician Services,,99231,,15 Minutes,301,1084,65207.14,84951.14,3794
Kalamazoo,Additional Codes-Physician Services,,99232,,25 minutes,292,1339,86068.72,90710.16,3794
Kalamazoo,Additional Codes-Physician Services,,99233,,35 Minutes,279,1000,71904.57,75647.08,3794
Kalamazoo,Physician Consultations,,99241,,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99242,,30 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99243,,40 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99244,,60 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99245,,80 Minutes,0,0,0,10234.86,3794
Kalamazoo,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99251,,20 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99252,,40 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99253,,55 Minutes,0,0,0,0,3794
Kalamazoo,Physician Consultations,,99254,,80 Minutes,1,1,160.96,160.96,3794
Kalamazoo,Physician Consultations,,99255,,110 Minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,3794
Kalamazoo,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,3794
Kalamazoo,Assessment,,99324,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99325,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99326,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99327,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99328,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99334,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99335,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99336,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99337,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99341,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99342,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99343,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99344,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99345,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99347,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99348,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99349,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment,,99350,,Encounter,0,0,0,0,3794
Kalamazoo,Medication Administration,,99506,,Encounter,0,0,0,0,3794
Kalamazoo,Medication Management,,99605,,15 Minutes,0,0,0,0,3794
Kalamazoo,Transportation,,A0080,,Per mile,0,0,0,0,3794
Kalamazoo,Transportation,,A0090,,Per mile,0,0,0,0,3794
Kalamazoo,Transportation,,A0100,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Transportation,,A0110,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,3794
Kalamazoo,Transportation,,A0120,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Transportation,,A0130,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Transportation,,A0140,,Per one-way trip,0,0,0,0,3794
Kalamazoo,Transportation,,A0170,,,0,0,0,0,3794
Kalamazoo,Additional Codes-Transportation,,A0425,,Per Mile,2,111,711.15,711.15,3794
Kalamazoo,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,3794
Kalamazoo,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,3794
Kalamazoo,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,3794
Kalamazoo,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,3794
Kalamazoo,Assessment ,,H0002,,Encounter,1259,2709,864215.51,888315.46,3794
Kalamazoo,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,3794
Kalamazoo,Crisis Residential Services,,H0018,,Day,163,2100,895658.7,990038.43,3794
Kalamazoo,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,3794
Kalamazoo,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,3794
Kalamazoo,Prevention Services - Direct Model,,H0025,,Face to Face Contact,8,9,2839.56,226961.96,3794
Kalamazoo,Assessment ,,H0031,,Encounter,201,207,47336.16,112372.06,3794
Kalamazoo,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,1,1,644.2,135078.59,3794
Kalamazoo,Treatment Planning,,H0032,,Encounter,322,377,177236.88,498135.8,3794
Kalamazoo,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,41802.91,3794
Kalamazoo,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,3794
Kalamazoo,Health Services,,H0034,,15 Minutes,0,0,0,0,3794
Kalamazoo,Home Based Services,,H0036,,15 Minutes,0,0,0,1713548.82,3794
Kalamazoo,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0,3794
Kalamazoo,Peer Directed and Operated Support Services,,H0038,,15 minutes,278,13868,523906.7,789816.19,3794
Kalamazoo,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,3794
Kalamazoo,Peer Directed and Operated Support Services,,NA,,,0,0,186433.58,186433.58,3794
Kalamazoo,Assertive Community Treatment (ACT),,H0039,,15 Minutes,241,42078,928625.29,965215.93,3794
Kalamazoo,Community Living Supports in Independent living/own home,,H0043,,Per diem,77,22617,865588.96,7339752.59,3794
Kalamazoo,Respite,,H0045,,Day,0,0,0,0,3794
Kalamazoo,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,3856.65,3794
Kalamazoo,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,3794
Kalamazoo,Behavior Treatment Plan Review,,H2000,,Encounter,57,171,2799.58,6953.98,3794
Kalamazoo,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,192295.05,3794
Kalamazoo,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,3794
Kalamazoo,Crisis Intervention,,H2011,,15 Minutes,572,1579,187945.44,294754.86,3794
Kalamazoo,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,3794
Kalamazoo,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,32,56120,160125.27,1318933.55,3794
Kalamazoo,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,1650238.62,3794
Kalamazoo,Community Living Supports (15 Minutes),,H2015,,15 Minutes,39,35462,155779.26,3267441.77,3794
Kalamazoo,Community Living Supports (Daily),,H2016,,Per Diem,162,49411,5580953.96,13939140.15,3794
Kalamazoo,Behavior Services,,H2019,,15 Minutes,107,6407,188872.66,246170.53,3794
Kalamazoo,Behavior Services,,H2019,TT,15 Minutes,89,9920,71666.28,75251.95,3794
Kalamazoo,Wraparound,,H2021,,15 Minutes,0,0,0,897842.89,3794
Kalamazoo,Wraparound (SED Waiver),,H2022,,Day,0,0,0,2683.78,3794
Kalamazoo,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,3794
Kalamazoo,Supported Employment Services,,H2023,,15 minutes,185,24214,317776.22,538063.23,3794
Kalamazoo,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,3794
Kalamazoo,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,141,126920,624986.62,759630.56,3794
Kalamazoo,Home Based Services,,H2033,,15 Minutes,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,3794
Kalamazoo,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,3794
Kalamazoo,Transportation,,S0209,,Per Mile,0,0,0,0,3794
Kalamazoo,Transportation,,S0215,,Per Mile,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,3794
Kalamazoo,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,3794
Kalamazoo,Family Training,,S5111,,Encounter,0,0,0,1380.22,3794
Kalamazoo,Family Training,,S5111,HA,Encounter,0,0,0,0,3794
Kalamazoo,Family Training,,S5111,HM,Encounter,0,0,0,263465.25,3794
Kalamazoo,BHT/ABA Family Training,,S5111,U5,Encounter,0,0,0,0,3794
Kalamazoo,Foster Care,,S5140,,Day,0,0,0,0,3794
Kalamazoo,Foster Care,,S5145,,Day,0,0,0,0,3794
Kalamazoo,Respite,,S5150,,15 Minutes,0,0,0,0,3794
Kalamazoo,Respite,,S5151,,Per Diem,0,0,0,0,3794
Kalamazoo,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,3794
Kalamazoo,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,984.1,3794
Kalamazoo,Environmental Modification ,,S5165,,Service,0,0,0,0,3794
Kalamazoo,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,3794
Kalamazoo,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,3794
Kalamazoo,Health Services,,S9445,,Encounter,13,17,1583.55,1768.87,3794
Kalamazoo,Health Services,,S9446,,Encounter,0,0,0,0,3794
Kalamazoo,Health Services,,S9470,,Encounter,0,0,0,0,3794
Kalamazoo,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,3794
Kalamazoo,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,3794
Kalamazoo,Residential Room and Board,,S9976,,Day,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,3794
Kalamazoo,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,3794
Kalamazoo,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,83128.56,3794
Kalamazoo,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,12789.93,3794
Kalamazoo,Assessment,,T1001,,Encounter,0,0,0,28152.83,3794
Kalamazoo,Health Services,,T1002,,Up to 15 min,584,4497,146080,218225.08,3794
Kalamazoo,Respite Care,,T1005,,15 Minutes,2,800,1133.1,376415.84,3794
Kalamazoo,Respite Care,,T1005,TD,15 Minutes,0,0,0,1187.92,3794
Kalamazoo,Respite Care,,T1005,TE,15 Minutes,0,0,0,2145.19,3794
Kalamazoo,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,48658.8,3794
Kalamazoo,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,3794
Kalamazoo,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,3794
Kalamazoo,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,138,12632,519892.62,3534501.74,3794
Kalamazoo,Targeted Case Management ,,T1017,,15 minutes,1222,80967,2627963.74,2770981.12,3794
Kalamazoo,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,19,728,16066.33,18847.04,3794
Kalamazoo,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,154,47019,3477617.81,8850665.12,3794
Kalamazoo,Assessments,,T1023,,Encounter,641,878,421659.71,436560.17,3794
Kalamazoo,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,3794
Kalamazoo,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,0,3794
Kalamazoo,Transportation,,T2001,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,3794
Kalamazoo,Transportation,,T2002,,Per Diem,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,3794
Kalamazoo,Transportation,,T2003,,Encounter / Trip,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,3794
Kalamazoo,Transportation,,T2004,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,3794
Kalamazoo,Transportation,,T2005,,Encounter,0,0,0,0,3794
Kalamazoo,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,3794
Kalamazoo,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,3794
Kalamazoo,Fiscal Intermediary Services,,T2025,,Month,6,53,5345.86,118242.93,3794
Kalamazoo,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,3794
Kalamazoo,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,3794
Kalamazoo,Respite Care,,T2036,,Per session. One night = one session,0,0,0,337.28,3794
Kalamazoo,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,3794
Kalamazoo,Housing Assistance,,T2038,,Service,0,0,0,0,3794
Kalamazoo,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,3794
Kalamazoo,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,3794
Kalamazoo,Wraparound Services,,T5999,,Per Item,0,0,0,0,3794
Kalamazoo,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,3794
Kalamazoo,Other,,,,,0,0,0,0,3794
Kalamazoo,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,3794
Lapeer,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,17,148,98637,268584.87,872
Lapeer,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,0,872
Lapeer,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,872
Lapeer,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,872
Lapeer,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,157,1243,800756.26,859379.6,872
Lapeer,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,0,872
Lapeer,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,872
Lapeer,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,872
Lapeer,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,63777,72952,872
Lapeer,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,872
Lapeer,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,872
