CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
CMH for Central Michigan,Assessment,,T1001,,Encounter,2,2,464.2,696.3,1843
CMH for Central Michigan,Health Services,,T1002,,Up to 15 min,0,0,0,91159.48,1843
CMH for Central Michigan,Respite Care,,T1005,,15 Minutes,30,19712,58008.91,682914.2,1843
CMH for Central Michigan,Respite Care,,T1005,TD,15 Minutes,0,0,0,24738.97,1843
CMH for Central Michigan,Respite Care,,T1005,TE,15 Minutes,0,0,0,25795.08,1843
CMH for Central Michigan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,302.56,1843
CMH for Central Michigan,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,1573.99,1843
CMH for Central Michigan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,51,838,68403.06,3074172.29,1843
CMH for Central Michigan,Targeted Case Management ,,T1017,,15 minutes,102,1794,149156.22,4117248.19,1843
CMH for Central Michigan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,6111.38,1843
CMH for Central Michigan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,6,22,1079.14,8685360.38,1843
CMH for Central Michigan,Assessments,,T1023,,Encounter,232,316,286096.19,1602500.82,1843
CMH for Central Michigan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,10179.59,1843
CMH for Central Michigan,Transportation,,T2001,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Transportation,,T2002,,Per Diem,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,1843
CMH for Central Michigan,Transportation,,T2003,,Encounter / Trip,0,0,0,1515.25,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,T2004,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Transportation,,T2005,,Encounter,0,0,0,14208.98,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,1843
CMH for Central Michigan,Fiscal Intermediary Services,,T2025,,Month,29,231,18619.04,307657.4,1843
CMH for Central Michigan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,1843
CMH for Central Michigan,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,902.19,1843
CMH for Central Michigan,Respite Care,,T2036,,Per session. One night = one session,24,140,18659.74,50514.58,1843
CMH for Central Michigan,Respite Care,,T2037,,Per session. One day/partial day = one session,22,431,8038.92,15499.63,1843
CMH for Central Michigan,Housing Assistance,,T2038,,Service,0,0,0,469.1,1843
CMH for Central Michigan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,5712.57,1843
CMH for Central Michigan,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,1843
CMH for Central Michigan,Wraparound Services,,T5999,,Per Item,0,0,0,0,1843
CMH for Central Michigan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,6469.27,1843
CMH for Central Michigan,Other,,,,,0,0,0,0,1843
CMH for Central Michigan,Aggregate for 'J' Codes,,ALL,,,0,0,0,21393.66,1843
Copper Country,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,4,39,37569.43,66469,134
Copper Country,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,0,0,0,0,134
Copper Country,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,134
Copper Country,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,134
Copper Country,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,437603.13,134
Copper Country,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,134
Copper Country,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,4,44,35640,47790,134
Copper Country,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,134
Copper Country,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,134
Copper Country,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,134
Copper Country,ECT Anesthesia,370,,,,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,134
Copper Country,ECT Recovery Room,710,,,,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,134
Copper Country,Crisis Observation Care,762,,,Hour,0,0,0,0,134
Copper Country,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,134
Copper Country,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,134
Copper Country,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,134
Copper Country,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,134
Copper Country,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,134
Copper Country,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,134
Copper Country,ABA Behavior Identification Assessment,,0359T,U5,Encounter,2,2,287.98,3743.74,134
Copper Country,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,134.58,134
Copper Country,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,135.58,134
Copper Country,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,0,0,0,75162.93,134
Copper Country,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,0,0,0,188352,134
Copper Country,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,134
Copper Country,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,134
Copper Country,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,0,0,0,10026.21,134
Copper Country,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,0,0,0,12333.6,134
Copper Country,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,0,0,0,3668.35,134
Copper Country,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,134
Copper Country,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,134
Copper Country,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,9958.18,134
Copper Country,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,14069.15,134
Copper Country,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,134
Copper Country,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,134
Copper Country,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,134
Copper Country,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,134
Copper Country,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,134
Copper Country,Drug Screen,,80305,,Encounter,0,0,0,0,134
Copper Country,Drug Screen,,80306,,Encounter,0,0,0,0,134
Copper Country,Drug Screen,,80307,,Encounter,0,0,0,0,134
Copper Country,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,134
Copper Country,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,134
Copper Country,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,134
Copper Country,Assessment,,"90791
",,Encounter,0,0,0,30028.46,134
Copper Country,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,134
Copper Country,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,134
Copper Country,Assessment,,90792,,Encounter,3,3,3409.89,31825.64,134
Copper Country,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,134
Copper Country,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,134
Copper Country,Mental Health: Outpatient Care,,90832,,30 Minutes,35,140,15552.6,27439.23,134
Copper Country,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,134
Copper Country,Assessment,,90833,,30 Minutes,0,0,0,0,134
Copper Country,Mental Health: Outpatient Care,,90834,,45 Minutes,38,90,16831.8,40396.32,134
Copper Country,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,134
Copper Country,Assessment,,90836,,45 Minutes,0,0,0,0,134
Copper Country,Mental Health: Outpatient Care,,90837,,60 Minutes,52,167,46718.25,201979.5,134
Copper Country,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,134
Copper Country,Assessment,,90838,,60 Minutes,0,0,0,0,134
Copper Country,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,134
Copper Country,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,134
Copper Country,Therapy-Family Therapy,,90846,,Encounter,18,45,6476.4,6908.16,134
Copper Country,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,134
Copper Country,Therapy-Family Therapy,,90847,,Encounter,3,5,828.7,828.7,134
Copper Country,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,134
Copper Country,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,134
Copper Country,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,134
Copper Country,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,134
Copper Country,Therapy-Group Therapy,,90853,,Encounter,0,0,0,119052.23,134
Copper Country,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,134
Copper Country,Pharmacological Management (SED Waiver),,90863,,,0,0,0,0,134
Copper Country,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,134
Copper Country,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,134
Copper Country,Assessments-Other,,90887,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,134
Copper Country,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,134
Copper Country,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,1,1,225.86,677.58,134
Copper Country,Assessment for Autism,,96101,U5,Hour,1,6,1355.16,1355.16,134
Copper Country,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,134
Copper Country,Assessment for Autism,,96102,U5,Hour,0,0,0,0,134
Copper Country,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,134
Copper Country,Assessments-Other,,96105,,Encounter,0,0,0,0,134
Copper Country,Assessments-Other,,96110,,Encounter,0,0,0,0,134
Copper Country,Assessments-Other,,96111,,Encounter,0,0,0,0,134
Copper Country,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,134
Copper Country,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,134
Copper Country,Assessment for Autism,,96118,U5,Hour,0,0,0,0,134
Copper Country,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,134
Copper Country,Assessment for Autism,,96119,U5,Hour,0,0,0,0,134
Copper Country,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,134
Copper Country,Assessments-Other,,96127,,,0,0,0,0,134
Copper Country,Medication Administration,,96372,,Encounter,0,0,0,81518.68,134
Copper Country,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,0,134
Copper Country,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,134
Copper Country,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,0,0,0,0,134
Copper Country,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,225,134
Copper Country,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,9433.4,134
Copper Country,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,23605.79,134
Copper Country,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,134
Copper Country,Physical Therapy,,97161,,Encounter,0,0,0,0,134
Copper Country,Physical Therapy,,97162,,Encounter,0,0,0,0,134
Copper Country,Physical Therapy,,97163,,Encounter,0,0,0,0,134
Copper Country,Physical Therapy,,97164,,Encounter,0,0,0,0,134
Copper Country,Occupational Therapy,,97165,,Encounter,0,0,0,225,134
Copper Country,Occupational Therapy,,97166,,Encounter,0,0,0,221.75,134
Copper Country,Occupational Therapy,,97167,,Encounter,0,0,0,0,134
Copper Country,Occupational Therapy,,97168,,Encounter,0,0,0,147.83,134
Copper Country,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,8704.08,134
Copper Country,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,134
Copper Country,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,134
Copper Country,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,134
Copper Country,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,134
Copper Country,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,134
Copper Country,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,134
Copper Country,Health Services,,97804,,30 Minutes,0,0,0,0,134
Copper Country,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,134
Copper Country,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,134
Copper Country,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,1297.94,134
Copper Country,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,134
Copper Country,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,134
Copper Country,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,134
Copper Country,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,1090.2,134
Copper Country,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,134
Copper Country,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,134
Copper Country,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,134
Copper Country,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,3759.44,134
Copper Country,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,134
Copper Country,Established Patient Evaluation and Management,,99211,,Encounter,1,3,529.65,2824.8,134
Copper Country,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,134
Copper Country,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0,147.09,134
