CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Barry,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
Barry,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
Barry,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Barry,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Barry,Assessment,,99324,,Encounter,0,0,0,0
Barry,Assessment,,99325,,Encounter,0,0,0,0
Barry,Assessment,,99326,,Encounter,0,0,0,0
Barry,Assessment,,99327,,Encounter,0,0,0,0
Barry,Assessment,,99328,,Encounter,0,0,0,0
Barry,Assessment,,99334,,Encounter,0,0,0,0
Barry,Assessment,,99335,,Encounter,0,0,0,0
Barry,Assessment,,99336,,Encounter,0,0,0,0
Barry,Assessment,,99337,,Encounter,0,0,0,0
Barry,Assessment,,99341,,Encounter,0,0,0,0
Barry,Assessment,,99342,,Encounter,0,0,0,0
Barry,Assessment,,99343,,Encounter,0,0,0,0
Barry,Assessment,,99344,,Encounter,0,0,0,0
Barry,Assessment,,99345,,Encounter,0,0,0,0
Barry,Assessment,,99347,,Encounter,0,0,0,0
Barry,Assessment,,99348,,Encounter,0,0,0,0
Barry,Assessment,,99349,,Encounter,0,0,0,0
Barry,Assessment,,99350,,Encounter,0,0,0,0
Barry,Medication Administration,,99506,,Encounter,0,0,0,0
Barry,Medication Management,,99605,,15 Minutes,0,0,0,0
Barry,Transportation,,A0080,,Per mile,0,0,0,0
Barry,Transportation,,A0090,,Per mile,0,0,0,0
Barry,Transportation,,A0100,,Per one-way trip,0,0,0,0
Barry,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0
Barry,Transportation,,A0110,,Per one-way trip,0,0,0,0
Barry,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Barry,Transportation,,A0120,,Per one-way trip,0,0,0,0
Barry,Transportation,,A0130,,Per one-way trip,0,0,0,0
Barry,Transportation,,A0140,,Per one-way trip,0,0,0,0
Barry,Transportation,,A0170,,,0,0,0,0
Barry,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Barry,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Barry,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0
Barry,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0
Barry,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0
Barry,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Barry,Occupational Therapy,,G0515,,15 Minutes,0,0,0,0
Barry,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0
Barry,Assessment ,,H0002,,Encounter,9,9,1785,16132
Barry,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Barry,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
Barry,Substance Use Disorder: Sub-Acute Detoxification,1002+E249,H0012,,Day,0,0,0,0
Barry,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0
Barry,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0,0
Barry,Crisis Residential Services,,H0018,,Day,2,9,4102,46897
Barry,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0
Barry,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0
Barry,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0
Barry,Peer Directed and Operated Support Services,,H0023,,Encounter,12,610,27117,48677
Barry,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0
Barry,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0
Barry,Assessment ,,H0031,,Encounter,42,42,12469,182017
Barry,Assessment for Autism,,H0031,U5,Encounter,36,76,17255,24792
Barry,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0
Barry,Treatment Planning,,H0032,,Encounter,42,45,8925,95782
Barry,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,992
Barry,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Barry,Health Services,,H0034,,15 Minutes,0,0,0,0
Barry,Home Based Services,,H0036,,15 Minutes,0,0,0,124810
Barry,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0
Barry,Peer Directed and Operated Support Services,,H0038,,15 minutes,5,151,2840,17811
Barry,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0
Barry,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Barry,Peer Directed and Operated Support Services,,NA,,,0,0,0,55714
Barry,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,0
Barry,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0,0
Barry,Community Living Supports in Independent living/own home,,H0043,,Per Diem,1,1,173,691
Barry,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0,0
Barry,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0,0
Barry,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0,0
Barry,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0,0
Barry,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0,0
Barry,Respite,,H0045,,Day,0,0,0,0
Barry,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Barry,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,0
Barry,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,24,69,6842,9421
Barry,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Barry,Crisis Intervention,,H2011,,15 Minutes,5,20,1063,35467
Barry,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Barry,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0,0
Barry,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,13,8103,42833,72333
Barry,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,0
Barry,Community Living Supports (15 Minutes),,H2015,,15 Minutes,67,19323,257819,330698
Barry,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,68,77341,597546,603676
Barry,Community Living Supports (Daily),,H2016,,Per Diem,41,13194,1547411,1969008
Barry,Behavior Services,,H2019,,15 Minutes,0,0,0,0
Barry,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0
Barry,Wraparound,,H2021,,15 Minutes,0,0,0,133047
Barry,Supported Employment Services,,H2023,,15 minutes,2,127,3727,3727
Barry,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Barry,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Barry,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,1316
Barry,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Barry,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0
Barry,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Barry,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Barry,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0
Barry,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0
Barry,Transportation,,S0209,,Per Mile,0,0,0,0
Barry,Transportation,,S0215,,Per Mile,0,0,0,0
Barry,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0
Barry,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Barry,Family Training,,S5111,,Encounter,0,0,0,0
Barry,Family Training,,S5111,HA,Encounter,0,0,0,0
Barry,Family Training,,S5111,HM,Encounter,5,63,4322,15228
Barry,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0
Barry,Foster Care,,S5140,,Day,0,0,0,0
Barry,Foster Care,,S5145,,Day,0,0,0,0
Barry,Respite,,S5150,,15 Minutes,0,0,0,0
Barry,Respite,,S5151,,Per Diem,0,0,0,0
Barry,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0
Barry,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0
Barry,Environmental Modification ,,S5165,,Service,0,0,0,0
Barry,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0
Barry,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0
Barry,Private Duty Nursing,0582,S9123,,Hour,0,0,0,0
Barry,Private Duty Nursing,,S9123,,Hour,0,0,0,0
Barry,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0
Barry,Private Duty Nursing,0582,S9124,,Hour,0,0,0,0
Barry,Private Duty Nursing,,S9124,,Hour,0,0,0,0
Barry,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0
Barry,Health Services,,S9445,,Encounter,14,16,1258,12338
Barry,Health Services,,S9446,,Encounter,2,16,1313,1970
Barry,Health Services,,S9470,,Encounter,0,0,0,0
Barry,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,7090
Barry,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,1,1,198,5157
Barry,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,0,0,0,0
Barry,Residential Room and Board,,S9976,,Day,0,0,0,0
Barry,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0
Barry,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0
Barry,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0
Barry,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0
Barry,Assessment,,T1001,,Encounter,0,0,0,0
Barry,Health Services,,T1002,,Up to 15 min,4,4,164,3734
Barry,Respite Care,,T1005,,15 Minutes,22,20257,74634,102483
Barry,Respite Care,,T1005,TD,15 Minutes,1,64,759,759
Barry,Respite Care,,T1005,TE,15 Minutes,1,64,590,590
Barry,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0
Barry,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Barry,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Barry,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0
Barry,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,139,2364,411499,446204
Barry,Targeted Case Management ,,T1017,,15 minutes,30,608,106033,400634
Barry,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,9,51,3488,4309
Barry,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,41,13194,1476287,1735064
Barry,Assessments,,T1023,,Encounter,0,0,0,59336
Barry,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0
Barry,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,0
Barry,Transportation,,T2001,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0
Barry,Transportation,,T2002,,Per Diem,5,607,15998,15998
Barry,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0
Barry,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Barry,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Barry,Transportation,,T2004,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0
Barry,Transportation,,T2005,,Encounter,0,0,0,0
Barry,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0
Barry,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0
Barry,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0
Barry,Prevention Services - Direct Model ,,T2024,,,0,0,0,0
Barry,Fiscal Intermediary Services,,T2025,,Month,2,23,3031,3916
Barry,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Barry,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0
Barry,Respite Care,,T2036,,Per session. One night = one session,1,18,1713,1713
Barry,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0
Barry,Housing Assistance,,T2038,,Service,0,0,0,0
Barry,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0
Barry,Goods and Services ,,T5999,HK,Per Item,0,0,0,0
Barry,Wraparound Services,,T5999,,Per Item,0,0,0,0
Barry,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Barry,Other,,,,,0,0,0,0
Barry,Aggregate for 'J' Codes,,ALL,,,0,0,0,0
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,2,33,27513,326469
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,0,0,0,18859
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
Bay-Arenac,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,2,40,32193,3331022
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,1,9,273,94974
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,5337
Bay-Arenac,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0
Bay-Arenac,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0
Bay-Arenac,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,57350
Bay-Arenac,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0,0
Bay-Arenac,ECT Anesthesia,0370,,,,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0,0
Bay-Arenac,ECT Recovery Room,0710,,,,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0,0
Bay-Arenac,Crisis Observation Care,0762,,,Hour,0,0,0,0
Bay-Arenac,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
Bay-Arenac,Outpatient Partial Hospitalization,0912,,,Day,0,0,0,20540
Bay-Arenac,Outpatient Partial Hospitalization,0913,,,Day,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0,0
Bay-Arenac,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Bay-Arenac,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0,0
Bay-Arenac,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0,0
Bay-Arenac,ABA Behavior Identification Assessment,,0359T,U5,Encounter,79,129,49592,61274
Bay-Arenac,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,1,1,46,46
Bay-Arenac,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,1,1,46,46
Bay-Arenac,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,81,9946,253621,314190
Bay-Arenac,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,81,72745,1873821,2234999
Bay-Arenac,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0
Bay-Arenac,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0
Bay-Arenac,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,81,2585,187447,216211
Bay-Arenac,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,81,7210,516025,585847
Bay-Arenac,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,64,308,40054,49907
Bay-Arenac,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0
Bay-Arenac,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0
Bay-Arenac,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,5,631,68892,68892
Bay-Arenac,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,5,5023,274041,274041
Bay-Arenac,Drug Screen,,80305,,Encounter,0,0,0,0
Bay-Arenac,Drug Screen,,80306,,Encounter,0,0,0,0
Bay-Arenac,Drug Screen,,80307,,Encounter,0,0,0,0
Bay-Arenac,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0
Bay-Arenac,Assessment for Autism,,90785,U5,Encounter,0,0,0,0
Bay-Arenac,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0
Bay-Arenac,Assessment,,"90791
",,Encounter,29,29,10224,281369
Bay-Arenac,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0
Bay-Arenac,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Bay-Arenac,Assessment,,90792,,Encounter,0,0,0,1099
Bay-Arenac,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0
Bay-Arenac,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Bay-Arenac,Mental Health: Outpatient Care,,90832,,30 Minutes,25,88,8818,70318
Bay-Arenac,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Bay-Arenac,Assessment,,90833,,30 Minutes,0,0,0,0
Bay-Arenac,Mental Health: Outpatient Care,,90834,,45 Minutes,72,553,41023,1182544
Bay-Arenac,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Bay-Arenac,Assessment,,90836,,45 Minutes,0,0,0,0
Bay-Arenac,Mental Health: Outpatient Care,,90837,,60 Minutes,19,55,10937,856030
Bay-Arenac,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Bay-Arenac,Assessment,,90838,,60 Minutes,0,0,0,0
Bay-Arenac,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,1,1,238,1197
Bay-Arenac,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,164
Bay-Arenac,Therapy-Family Therapy,,90846,,Encounter,4,4,397,20634
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Bay-Arenac,Therapy-Family Therapy,,90847,,Encounter,19,72,5913,85670
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0
Bay-Arenac,Therapy-Family Therapy,,90849,,Encounter,3,10,1310,2096
Bay-Arenac,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Bay-Arenac,Therapy-Group Therapy,,90853,,Encounter,4,12,667,76542
Bay-Arenac,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
